"","week_id","lvl_SES","lvl_MBG","q2","q1","q3","level","level.r","date"
"141",36,1,1,1,1,1,"1.1","Type 4: Low % - Low %",2020-09-07
"142",36,1,3,1.57753259691291,1.47114780860507,1.66614741189067,"1.3","Type 2: Low % - High %",2020-09-07
"143",36,3,1,1.07258896037888,1.0139982015343,1.1514715411366,"3.1","Type 3: High % - Low %",2020-09-07
"144",36,3,3,1.6870346917674,1.59335447403312,1.80300504043826,"3.3","Type 1: High % - High %",2020-09-07
"145",37,1,1,1,1,1,"1.1","Type 4: Low % - Low %",2020-09-14
"146",37,1,3,1.50360286193318,1.42221073426238,1.59327039012745,"1.3","Type 2: Low % - High %",2020-09-14
"147",37,3,1,1.05066267121723,0.996252816713538,1.13301833388217,"3.1","Type 3: High % - Low %",2020-09-14
"148",37,3,3,1.58187214621363,1.51860423388885,1.6891274496456,"3.3","Type 1: High % - High %",2020-09-14
"149",38,1,1,1,1,1,"1.1","Type 4: Low % - Low %",2020-09-21
"150",38,1,3,1.46567930393804,1.39927570762959,1.55283395402144,"1.3","Type 2: Low % - High %",2020-09-21
"151",38,3,1,1.06053629380849,1.00742160866774,1.13792215942282,"3.1","Type 3: High % - Low %",2020-09-21
"152",38,3,3,1.55885475358207,1.48800983667219,1.65438809818193,"3.3","Type 1: High % - High %",2020-09-21
"153",39,1,1,1,1,1,"1.1","Type 4: Low % - Low %",2020-09-28
"154",39,1,3,1.38413919009957,1.30889429217254,1.45129434607127,"1.3","Type 2: Low % - High %",2020-09-28
"155",39,3,1,1.05636927982997,0.988249193501114,1.12428782062457,"3.1","Type 3: High % - Low %",2020-09-28
"156",39,3,3,1.4624209360676,1.39087778780218,1.5547288016726,"3.3","Type 1: High % - High %",2020-09-28
"157",40,1,1,1,1,1,"1.1","Type 4: Low % - Low %",2020-10-05
"158",40,1,3,1.30865408266393,1.26080415808255,1.37439102862784,"1.3","Type 2: Low % - High %",2020-10-05
"159",40,3,1,1.07148685868506,1.02008515017147,1.12600230929949,"3.1","Type 3: High % - Low %",2020-10-05
"160",40,3,3,1.39763772867256,1.35322507907365,1.45796769134379,"3.3","Type 1: High % - High %",2020-10-05
"161",41,1,1,1,1,1,"1.1","Type 4: Low % - Low %",2020-10-12
"162",41,1,3,1.26746298543927,1.21419803011258,1.32510053618096,"1.3","Type 2: Low % - High %",2020-10-12
"163",41,3,1,1.0788342057577,1.02389264384424,1.13734622277515,"3.1","Type 3: High % - Low %",2020-10-12
"164",41,3,3,1.36776826029249,1.32237016315272,1.43039349003009,"3.3","Type 1: High % - High %",2020-10-12
"165",42,1,1,1,1,1,"1.1","Type 4: Low % - Low %",2020-10-19
"166",42,1,3,1.21989856166349,1.16650650770641,1.26497567218375,"1.3","Type 2: Low % - High %",2020-10-19
"167",42,3,1,1.09052472928218,1.0444470520593,1.14860356675935,"3.1","Type 3: High % - Low %",2020-10-19
"168",42,3,3,1.33270483861646,1.26846248068678,1.38641093768316,"3.3","Type 1: High % - High %",2020-10-19
"169",43,1,1,1,1,1,"1.1","Type 4: Low % - Low %",2020-10-26
"170",43,1,3,1.18099825127976,1.13069109205568,1.22134279635397,"1.3","Type 2: Low % - High %",2020-10-26
"171",43,3,1,1.07940093391989,1.03737793686896,1.13385078830164,"3.1","Type 3: High % - Low %",2020-10-26
"172",43,3,3,1.27203327548283,1.22491961134406,1.33792082968329,"3.3","Type 1: High % - High %",2020-10-26
"173",44,1,1,1,1,1,"1.1","Type 4: Low % - Low %",2020-11-02
"174",44,1,3,1.15523727937066,1.1069887213329,1.21400020408865,"1.3","Type 2: Low % - High %",2020-11-02
"175",44,3,1,1.08112003942738,1.01847933863367,1.13609758897721,"3.1","Type 3: High % - Low %",2020-11-02
"176",44,3,3,1.24806975816744,1.20205285757892,1.29803806387702,"3.3","Type 1: High % - High %",2020-11-02
"177",45,1,1,1,1,1,"1.1","Type 4: Low % - Low %",2020-11-09
"178",45,1,3,1.16743879760896,1.11800164915836,1.23109943931729,"1.3","Type 2: Low % - High %",2020-11-09
"179",45,3,1,1.08284869255927,1.02704306798754,1.14250352446626,"3.1","Type 3: High % - Low %",2020-11-09
"180",45,3,3,1.26636525286101,1.20336474436122,1.31397544506474,"3.3","Type 1: High % - High %",2020-11-09
"181",46,1,1,1,1,1,"1.1","Type 4: Low % - Low %",2020-11-16
"182",46,1,3,1.16509398213324,1.11349240150353,1.2193851135134,"1.3","Type 2: Low % - High %",2020-11-16
"183",46,3,1,1.10167532111981,1.03834380023266,1.1646837334943,"3.1","Type 3: High % - Low %",2020-11-16
"184",46,3,3,1.28011708808508,1.23072942113304,1.33814594676992,"3.3","Type 1: High % - High %",2020-11-16
"185",47,1,1,1,1,1,"1.1","Type 4: Low % - Low %",2020-11-23
"186",47,1,3,1.11181487967744,1.06914500426408,1.17943283859923,"1.3","Type 2: Low % - High %",2020-11-23
"187",47,3,1,1.12250572056083,1.06688812838603,1.18372037735019,"3.1","Type 3: High % - Low %",2020-11-23
"188",47,3,3,1.25290565499849,1.20289297582536,1.30120915074068,"3.3","Type 1: High % - High %",2020-11-23
"189",48,1,1,1,1,1,"1.1","Type 4: Low % - Low %",2020-11-30
"190",48,1,3,1.07527381932441,1.02871859560438,1.1242798446844,"1.3","Type 2: Low % - High %",2020-11-30
"191",48,3,1,1.13867420084772,1.07463734207835,1.19345411072128,"3.1","Type 3: High % - Low %",2020-11-30
"192",48,3,3,1.22648465767588,1.17424368708016,1.26726642919638,"3.3","Type 1: High % - High %",2020-11-30
"193",49,1,1,1,1,1,"1.1","Type 4: Low % - Low %",2020-12-07
"194",49,1,3,1.03541620250453,0.987715358826488,1.07238904727223,"1.3","Type 2: Low % - High %",2020-12-07
"195",49,3,1,1.15575951927282,1.1069200340564,1.22680217878282,"3.1","Type 3: High % - Low %",2020-12-07
"196",49,3,3,1.19907235100511,1.15243339037909,1.25020167461309,"3.3","Type 1: High % - High %",2020-12-07
"197",50,1,1,1,1,1,"1.1","Type 4: Low % - Low %",2020-12-14
"198",50,1,3,1.02908650441841,0.983579079316968,1.07636505565996,"1.3","Type 2: Low % - High %",2020-12-14
"199",50,3,1,1.17454667065073,1.12703975600588,1.24125028158103,"3.1","Type 3: High % - Low %",2020-12-14
"200",50,3,3,1.21564304286605,1.16248804968526,1.25124330639466,"3.3","Type 1: High % - High %",2020-12-14
"201",51,1,1,1,1,1,"1.1","Type 4: Low % - Low %",2020-12-21
"202",51,1,3,0.975873063146215,0.937725561063927,1.02729336252082,"1.3","Type 2: Low % - High %",2020-12-21
"203",51,3,1,1.15921131396088,1.1097169458217,1.21873358466698,"3.1","Type 3: High % - Low %",2020-12-21
"204",51,3,3,1.13314206551226,1.08365161159007,1.17205339787935,"3.3","Type 1: High % - High %",2020-12-21
"205",52,1,1,1,1,1,"1.1","Type 4: Low % - Low %",2020-12-28
"206",52,1,3,0.947354259744072,0.897732823072781,0.993421229125379,"1.3","Type 2: Low % - High %",2020-12-28
"207",52,3,1,1.15359577446486,1.100495164164,1.21756547581989,"3.1","Type 3: High % - Low %",2020-12-28
"208",52,3,3,1.09197038870498,1.05502683134727,1.14432542389687,"3.3","Type 1: High % - High %",2020-12-28
"209",53,1,1,1,1,1,"1.1","Type 4: Low % - Low %",2021-01-04
"210",53,1,3,0.970478750299181,0.935034506187102,1.02412139720398,"1.3","Type 2: Low % - High %",2021-01-04
"211",53,3,1,1.12139695728037,1.07436215682658,1.19666017470525,"3.1","Type 3: High % - Low %",2021-01-04
"212",53,3,3,1.09745010167083,1.04332902217798,1.14199517978217,"3.3","Type 1: High % - High %",2021-01-04
"213",54,1,1,1,1,1,"1.1","Type 4: Low % - Low %",2021-01-11
"214",54,1,3,1.00113383961143,0.953517524437424,1.0471750395656,"1.3","Type 2: Low % - High %",2021-01-11
"215",54,3,1,1.16156451549191,1.11042101224772,1.22407267717612,"3.1","Type 3: High % - Low %",2021-01-11
"216",54,3,3,1.16147796869078,1.11434180776323,1.2207632527188,"3.3","Type 1: High % - High %",2021-01-11
"217",55,1,1,1,1,1,"1.1","Type 4: Low % - Low %",2021-01-18
"218",55,1,3,1.00016460387686,0.94796857708242,1.04639430961262,"1.3","Type 2: Low % - High %",2021-01-18
"219",55,3,1,1.17620738358321,1.13134609802649,1.26121625177649,"3.1","Type 3: High % - Low %",2021-01-18
"220",55,3,3,1.18149397015329,1.12265719241756,1.24335112872094,"3.3","Type 1: High % - High %",2021-01-18
"221",56,1,1,1,1,1,"1.1","Type 4: Low % - Low %",2021-01-25
"222",56,1,3,1.00862245908939,0.955236408594904,1.05587556830675,"1.3","Type 2: Low % - High %",2021-01-25
"223",56,3,1,1.16931924310155,1.10980715868854,1.24843465956486,"3.1","Type 3: High % - Low %",2021-01-25
"224",56,3,3,1.18464222057841,1.13040617876202,1.23581258768024,"3.3","Type 1: High % - High %",2021-01-25
"225",57,1,1,1,1,1,"1.1","Type 4: Low % - Low %",2021-02-01
"226",57,1,3,1.01376748286545,0.969142320110132,1.06369154249637,"1.3","Type 2: Low % - High %",2021-02-01
"227",57,3,1,1.18915454589668,1.12725024958339,1.26970948800504,"3.1","Type 3: High % - Low %",2021-02-01
"228",57,3,3,1.21198484275954,1.14403591147646,1.25313273822134,"3.3","Type 1: High % - High %",2021-02-01
"229",58,1,1,1,1,1,"1.1","Type 4: Low % - Low %",2021-02-08
"230",58,1,3,1.02965931236958,0.982476076383262,1.08412634138722,"1.3","Type 2: Low % - High %",2021-02-08
"231",58,3,1,1.21665549385953,1.15254414725639,1.28126634193958,"3.1","Type 3: High % - Low %",2021-02-08
"232",58,3,3,1.25253178323012,1.19131186021964,1.30680228462373,"3.3","Type 1: High % - High %",2021-02-08
"233",59,1,1,1,1,1,"1.1","Type 4: Low % - Low %",2021-02-15
"234",59,1,3,1.01163639473279,0.965003973023744,1.06011484267123,"1.3","Type 2: Low % - High %",2021-02-15
"235",59,3,1,1.2108130182309,1.14688892253641,1.27598622988635,"3.1","Type 3: High % - Low %",2021-02-15
"236",59,3,3,1.22409551836449,1.1753684751913,1.28111929234071,"3.3","Type 1: High % - High %",2021-02-15
"237",60,1,1,1,1,1,"1.1","Type 4: Low % - Low %",2021-02-22
"238",60,1,3,1.02398185955693,0.972123234758596,1.07338663473273,"1.3","Type 2: Low % - High %",2021-02-22
"239",60,3,1,1.15798949454015,1.09543202570162,1.22139178636271,"3.1","Type 3: High % - Low %",2021-02-22
"240",60,3,3,1.18409522724807,1.12641611393312,1.24636403097308,"3.3","Type 1: High % - High %",2021-02-22
"241",61,1,1,1,1,1,"1.1","Type 4: Low % - Low %",2021-03-01
"242",61,1,3,1.04315528923783,0.989542682663575,1.0900048263776,"1.3","Type 2: Low % - High %",2021-03-01
"243",61,3,1,1.14265031436936,1.07716516584336,1.20516083380439,"3.1","Type 3: High % - Low %",2021-03-01
"244",61,3,3,1.18437423670788,1.12833913648224,1.25397244774254,"3.3","Type 1: High % - High %",2021-03-01
"245",62,1,1,1,1,1,"1.1","Type 4: Low % - Low %",2021-03-08
"246",62,1,3,1.05721512812778,1.00746536356623,1.09881049411331,"1.3","Type 2: Low % - High %",2021-03-08
"247",62,3,1,1.09971146921641,1.053083384903,1.15939774856089,"3.1","Type 3: High % - Low %",2021-03-08
"248",62,3,3,1.15925893936335,1.09550412995498,1.225485988258,"3.3","Type 1: High % - High %",2021-03-08
"249",63,1,1,1,1,1,"1.1","Type 4: Low % - Low %",2021-03-15
"250",63,1,3,1.05938699315802,1.00817330049226,1.10925367972039,"1.3","Type 2: Low % - High %",2021-03-15
"251",63,3,1,1.104685994243,1.05194571985142,1.16705575916872,"3.1","Type 3: High % - Low %",2021-03-15
"252",63,3,3,1.16705287283331,1.11749542613789,1.22466125665572,"3.3","Type 1: High % - High %",2021-03-15
"253",64,1,1,1,1,1,"1.1","Type 4: Low % - Low %",2021-03-22
"254",64,1,3,1.06507401756,1.01189314674871,1.11232568636786,"1.3","Type 2: Low % - High %",2021-03-22
